,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
39,2023-05-18,115.07308551556932,110.1706716455501,119.08088098543342,115.07308551556932,115.07308551556932,-0.6154982767848207,-0.6154982767848207,-0.6154982767848207,-0.6154982767848207,-0.6154982767848207,-0.6154982767848207,0.0,0.0,0.0,114.4575872387845
40,2023-05-19,115.4353708723986,110.81913026383927,120.30979653557414,115.4353708723986,115.4353708723986,-0.02344627375594702,-0.02344627375594702,-0.02344627375594702,-0.02344627375594702,-0.02344627375594702,-0.02344627375594702,0.0,0.0,0.0,115.41192459864264
41,2023-05-22,116.52222694288648,111.95021928111144,121.26821020068425,116.52222694288648,116.52222694288648,-0.0783260015210543,-0.0783260015210543,-0.0783260015210543,-0.0783260015210543,-0.0783260015210543,-0.0783260015210543,0.0,0.0,0.0,116.44390094136543
42,2023-05-23,116.88451229971578,112.14563556362546,121.03001616437889,116.88451229971578,116.88451229971578,-0.4125901877767562,-0.4125901877767562,-0.4125901877767562,-0.4125901877767562,-0.4125901877767562,-0.4125901877767562,0.0,0.0,0.0,116.47192211193902
43,2023-05-24,117.24679765654507,111.95016793255087,121.33521570680745,117.24679765654507,117.24679765654507,-0.7869700710842923,-0.7869700710842923,-0.7869700710842923,-0.7869700710842923,-0.7869700710842923,-0.7869700710842923,0.0,0.0,0.0,116.45982758546077
44,2023-05-25,117.60908301375665,112.27568500615465,121.5077845025205,117.60908301375665,117.60908301375665,-0.6154982767847482,-0.6154982767847482,-0.6154982767847482,-0.6154982767847482,-0.6154982767847482,-0.6154982767847482,0.0,0.0,0.0,116.9935847369719
45,2023-05-26,117.9713683709682,113.47252654717624,122.5024788563649,117.9713683709682,117.9713683709682,-0.023446273759274005,-0.023446273759274005,-0.023446273759274005,-0.023446273759274005,-0.023446273759274005,-0.023446273759274005,0.0,0.0,0.0,117.94792209720892
46,2023-05-30,119.42050979981445,114.30585904604,123.80378535558192,119.42050979981445,119.42050979981445,-0.41259018777582246,-0.41259018777582246,-0.41259018777582246,-0.41259018777582246,-0.41259018777582246,-0.41259018777582246,0.0,0.0,0.0,119.00791961203863
47,2023-05-31,119.78279515702603,114.09948285627307,123.61595109612041,119.78279515702603,119.78279515702603,-0.7869700710837637,-0.7869700710837637,-0.7869700710837637,-0.7869700710837637,-0.7869700710837637,-0.7869700710837637,0.0,0.0,0.0,118.99582508594227
48,2023-06-01,120.14508051423758,114.66614955956864,123.98664185872298,120.14508051423758,120.14508051423758,-0.6154982767841143,-0.6154982767841143,-0.6154982767841143,-0.6154982767841143,-0.6154982767841143,-0.6154982767841143,0.0,0.0,0.0,119.52958223745347
49,2023-06-02,120.50736587144915,116.0024333575959,125.07757174355584,120.50736587144915,120.50736587144915,-0.023446273758330107,-0.023446273758330107,-0.023446273758330107,-0.023446273758330107,-0.023446273758330107,-0.023446273758330107,0.0,0.0,0.0,120.48391959769083
50,2023-06-05,121.59422194308384,116.8229121954585,126.03854629693222,121.59422194308384,121.59422194308384,-0.07832600152206803,-0.07832600152206803,-0.07832600152206803,-0.07832600152206803,-0.07832600152206803,-0.07832600152206803,0.0,0.0,0.0,121.51589594156177
51,2023-06-06,121.95598237939521,116.81957815240564,126.25983521078668,121.95598237939521,121.95598237939521,-0.412590187776065,-0.412590187776065,-0.412590187776065,-0.412590187776065,-0.412590187776065,-0.412590187776065,0.0,0.0,0.0,121.54339219161915
52,2023-06-07,122.3177428157066,116.72550771736186,126.00351354278807,122.3177428157066,122.3177428157066,-0.7869700710838053,-0.7869700710838053,-0.7869700710838053,-0.7869700710838053,-0.7869700710838053,-0.7869700710838053,0.0,0.0,0.0,121.5307727446228
53,2023-06-08,122.67950325201798,117.42231597565561,126.77997477102004,122.67950325201798,122.67950325201798,-0.6154982767846031,-0.6154982767846031,-0.6154982767846031,-0.6154982767846031,-0.6154982767846031,-0.6154982767846031,0.0,0.0,0.0,122.06400497523337
54,2023-06-09,123.04126368832935,118.67742806819822,127.54231251769801,123.04126368832935,123.04126368832935,-0.023446273757386314,-0.023446273757386314,-0.023446273757386314,-0.023446273757386314,-0.023446273757386314,-0.023446273757386314,0.0,0.0,0.0,123.01781741457197
55,2023-06-12,124.12654499726351,119.24097886857481,128.6224565764111,124.12654499726351,124.12654499726351,-0.07832600152237487,-0.07832600152237487,-0.07832600152237487,-0.07832600152237487,-0.07832600152237487,-0.07832600152237487,0.0,0.0,0.0,124.04821899574114
56,2023-06-13,124.48830543357488,119.71658770600274,128.87094939895093,124.48830543357488,124.48830543357488,-0.4125901877762367,-0.4125901877762367,-0.4125901877762367,-0.4125901877762367,-0.4125901877762367,-0.4125901877762367,0.0,0.0,0.0,124.07571524579865
57,2023-06-14,124.79592599840156,119.39835850283586,128.79784114136615,124.79592599840156,124.79592599840156,-0.7869700710838469,-0.7869700710838469,-0.7869700710838469,-0.7869700710838469,-0.7869700710838469,-0.7869700710838469,0.0,0.0,0.0,124.00895592731771
58,2023-06-15,125.10354656322824,119.84677452247236,129.03142128909198,125.10354656322824,125.10354656322824,-0.6154982767839693,-0.6154982767839693,-0.6154982767839693,-0.6154982767839693,-0.6154982767839693,-0.6154982767839693,0.0,0.0,0.0,124.48804828644427
59,2023-06-16,125.41116712805493,120.95956012074573,130.0717682335053,125.41116712805493,125.41116712805493,-0.023446273760713288,-0.023446273760713288,-0.023446273760713288,-0.023446273760713288,-0.023446273760713288,-0.023446273760713288,0.0,0.0,0.0,125.38772085429422
60,2023-06-20,126.64164938736168,121.59866006726155,131.04009857211992,126.64164938736168,126.64164938736168,-0.4125901877764082,-0.4125901877764082,-0.4125901877764082,-0.4125901877764082,-0.4125901877764082,-0.4125901877764082,0.0,0.0,0.0,126.22905919958528
61,2023-06-21,126.94926995218836,121.59897341735883,130.87346751803756,126.94926995218836,126.94926995218836,-0.7869700710841605,-0.7869700710841605,-0.7869700710841605,-0.7869700710841605,-0.7869700710841605,-0.7869700710841605,0.0,0.0,0.0,126.1622998811042
62,2023-06-22,127.25689051701505,121.81916671390768,131.6406381713725,127.25689051701505,127.25689051701505,-0.6154982767849999,-0.6154982767849999,-0.6154982767849999,-0.6154982767849999,-0.6154982767849999,-0.6154982767849999,0.0,0.0,0.0,126.64139224023005
63,2023-06-23,127.49524318054515,122.94116823711781,131.84807854218488,127.49524318054515,127.49524318054515,-0.02344627376050911,-0.02344627376050911,-0.02344627376050911,-0.02344627376050911,-0.02344627376050911,-0.02344627376050911,0.0,0.0,0.0,127.47179690678463
64,2023-06-26,128.21030117113548,123.48925952881315,132.74315653192963,128.21030117113548,128.21030117113548,-0.07832600152079706,-0.07832600152079706,-0.07832600152079706,-0.07832600152079706,-0.07832600152079706,-0.07832600152079706,0.0,0.0,0.0,128.1319751696147
65,2023-06-27,128.44865383466558,123.28179411802022,132.09574359797625,128.44865383466558,128.44865383466558,-0.41259018777554557,-0.41259018777554557,-0.41259018777554557,-0.41259018777554557,-0.41259018777554557,-0.41259018777554557,0.0,0.0,0.0,128.03606364689003
66,2023-06-28,128.68700649819567,123.14142086239484,132.853781550787,128.68700649819567,128.68700649819567,-0.7869700710844743,-0.7869700710844743,-0.7869700710844743,-0.7869700710844743,-0.7869700710844743,-0.7869700710844743,0.0,0.0,0.0,127.9000364271112
67,2023-06-29,128.9253591617258,123.35235862154693,132.97763803945557,128.9253591617258,128.9253591617258,-0.6154982767849274,-0.6154982767849274,-0.6154982767849274,-0.6154982767849274,-0.6154982767849274,-0.6154982767849274,0.0,0.0,0.0,128.30986088494086
68,2023-06-30,129.1637118252559,124.7238755969575,133.98572820390518,129.1637118252559,129.1637118252559,-0.023446273758825485,-0.023446273758825485,-0.023446273758825485,-0.023446273758825485,-0.023446273758825485,-0.023446273758825485,0.0,0.0,0.0,129.14026555149707
69,2023-07-03,129.7087324538859,125.06917457300707,134.6209821714596,129.7087324538859,129.7087324538859,-0.07832600152150411,-0.07832600152150411,-0.07832600152150411,-0.07832600152150411,-0.07832600152150411,-0.07832600152150411,0.0,0.0,0.0,129.63040645236438
70,2023-07-05,130.07207953963922,124.87867889377463,133.47510955186772,130.07207953963922,130.07207953963922,-0.7869700710845159,-0.7869700710845159,-0.7869700710845159,-0.7869700710845159,-0.7869700710845159,-0.7869700710845159,0.0,0.0,0.0,129.2851094685547
71,2023-07-06,130.25375308251589,125.06721384587286,134.53715987191234,130.25375308251589,130.25375308251589,-0.615498276784855,-0.615498276784855,-0.615498276784855,-0.615498276784855,-0.615498276784855,-0.615498276784855,0.0,0.0,0.0,129.63825480573104
72,2023-07-07,130.43542662539255,125.62575432363363,134.64341469422007,130.43542662539255,130.43542662539255,-0.02344627375862149,-0.02344627375862149,-0.02344627375862149,-0.02344627375862149,-0.02344627375862149,-0.02344627375862149,0.0,0.0,0.0,130.41198035163393
73,2023-07-10,130.98044725402252,126.5870847984111,135.72751490981398,130.98044725402252,130.98044725402252,-0.07832600152181084,-0.07832600152181084,-0.07832600152181084,-0.07832600152181084,-0.07832600152181084,-0.07832600152181084,0.0,0.0,0.0,130.9021212525007
74,2023-07-11,131.1621207968992,126.20060862391374,135.40940981979236,131.1621207968992,131.1621207968992,-0.4125901877758889,-0.4125901877758889,-0.4125901877758889,-0.4125901877758889,-0.4125901877758889,-0.4125901877758889,0.0,0.0,0.0,130.7495306091233
75,2023-07-12,131.3190686257948,125.86721284955618,135.10502655136688,131.3190686257948,131.3190686257948,-0.7869700710845573,-0.7869700710845573,-0.7869700710845573,-0.7869700710845573,-0.7869700710845573,-0.7869700710845573,0.0,0.0,0.0,130.53209855471025
76,2023-07-13,131.47601645469044,126.08699040302723,135.3798151165504,131.47601645469044,131.47601645469044,-0.6154982767858856,-0.6154982767858856,-0.6154982767858856,-0.6154982767858856,-0.6154982767858856,-0.6154982767858856,0.0,0.0,0.0,130.86051817790454
77,2023-07-14,131.63296428358606,126.73360575553342,135.73759455582223,131.63296428358606,131.63296428358606,-0.02344627375767758,-0.02344627375767758,-0.02344627375767758,-0.02344627375767758,-0.02344627375767758,-0.02344627375767758,0.0,0.0,0.0,131.60951800982838
78,2023-07-17,132.10380777027297,127.35095272294099,136.31663033722987,132.10380777027297,132.10380777027297,-0.07832600152251784,-0.07832600152251784,-0.07832600152251784,-0.07832600152251784,-0.07832600152251784,-0.07832600152251784,0.0,0.0,0.0,132.02548176875044
79,2023-07-18,132.26075559916856,127.47197332124117,136.65169727570756,132.26075559916856,132.26075559916856,-0.4125901877761316,-0.4125901877761316,-0.4125901877761316,-0.4125901877761316,-0.4125901877761316,-0.4125901877761316,0.0,0.0,0.0,131.84816541139244
80,2023-07-19,132.4177034280642,126.7230444357083,136.1206551301194,132.4177034280642,132.4177034280642,-0.7869700710840288,-0.7869700710840288,-0.7869700710840288,-0.7869700710840288,-0.7869700710840288,-0.7869700710840288,0.0,0.0,0.0,131.63073335698016
81,2023-07-20,132.57465125695984,127.16650537541437,136.29877953713353,132.57465125695984,132.57465125695984,-0.6154982767858131,-0.6154982767858131,-0.6154982767858131,-0.6154982767858131,-0.6154982767858131,-0.6154982767858131,0.0,0.0,0.0,131.95915298017403
82,2023-07-21,132.73143353516562,128.21951513465905,137.48030663482947,132.73143353516562,132.73143353516562,-0.02344627375747334,-0.02344627375747334,-0.02344627375747334,-0.02344627375747334,-0.02344627375747334,-0.02344627375747334,0.0,0.0,0.0,132.70798726140814
83,2023-07-24,133.20178036978297,128.4558048729098,137.57787981584934,133.20178036978297,133.20178036978297,-0.07832600151983293,-0.07832600151983293,-0.07832600151983293,-0.07832600151983293,-0.07832600151983293,-0.07832600151983293,0.0,0.0,0.0,133.12345436826314
84,2023-07-25,133.35856264798878,128.3421776249114,137.46025685693556,133.35856264798878,133.35856264798878,-0.4125901877763032,-0.4125901877763032,-0.4125901877763032,-0.4125901877763032,-0.4125901877763032,-0.4125901877763032,0.0,0.0,0.0,132.94597246021246
85,2023-07-26,133.51534492619456,128.16601442856563,137.17932391853412,133.51534492619456,133.51534492619456,-0.7869700710843427,-0.7869700710843427,-0.7869700710843427,-0.7869700710843427,-0.7869700710843427,-0.7869700710843427,0.0,0.0,0.0,132.72837485511022
86,2023-07-27,133.67212720440037,128.41857645442383,137.5986136229331,133.67212720440037,133.67212720440037,-0.6154982767851792,-0.6154982767851792,-0.6154982767851792,-0.6154982767851792,-0.6154982767851792,-0.6154982767851792,0.0,0.0,0.0,133.05662892761518
87,2023-07-28,133.82890948260615,129.0124793699954,138.48617701085135,133.82890948260615,133.82890948260615,-0.02344627375652952,-0.02344627375652952,-0.02344627375652952,-0.02344627375652952,-0.02344627375652952,-0.02344627375652952,0.0,0.0,0.0,133.80546320884963
88,2023-07-31,134.2992563430517,129.79632004031666,138.82261978216232,134.2992563430517,134.2992563430517,-0.07832600152053987,-0.07832600152053987,-0.07832600152053987,-0.07832600152053987,-0.07832600152053987,-0.07832600152053987,0.0,0.0,0.0,134.22093034153116
89,2023-08-01,134.45603862986687,129.26164241967174,138.8891876205904,134.45603862986687,134.45603862986687,-0.41259018777654594,-0.41259018777654594,-0.41259018777654594,-0.41259018777654594,-0.41259018777654594,-0.41259018777654594,0.0,0.0,0.0,134.04344844209032
90,2023-08-02,134.61282091668204,129.25897276657918,138.29462113860254,134.61282091668204,134.61282091668204,-0.7869700710841121,-0.7869700710841121,-0.7869700710841121,-0.7869700710841121,-0.7869700710841121,-0.7869700710841121,0.0,0.0,0.0,133.82585084559793
91,2023-08-03,134.7696032034972,129.5503322208308,138.5652958678851,134.7696032034972,134.7696032034972,-0.6154982767856684,-0.6154982767856684,-0.6154982767856684,-0.6154982767856684,-0.6154982767856684,-0.6154982767856684,0.0,0.0,0.0,134.15410492671154
92,2023-08-04,134.9263854903124,130.31856915896657,139.94133396114393,134.9263854903124,134.9263854903124,-0.023446273759856563,-0.023446273759856563,-0.023446273759856563,-0.023446273759856563,-0.023446273759856563,-0.023446273759856563,0.0,0.0,0.0,134.90293921655257
93,2023-08-07,135.39673235075793,130.89273034163912,140.0386285127833,135.39673235075793,135.39673235075793,-0.07832600152084665,-0.07832600152084665,-0.07832600152084665,-0.07832600152084665,-0.07832600152084665,-0.07832600152084665,0.0,0.0,0.0,135.31840634923708
94,2023-08-08,135.481650026123,130.28637772236135,139.8216723603591,135.481650026123,135.481650026123,-0.4125901877767176,-0.4125901877767176,-0.4125901877767176,-0.4125901877767176,-0.4125901877767176,-0.4125901877767176,0.0,0.0,0.0,135.06905983834628
95,2023-08-09,135.56656770148803,130.05053592435817,139.1538970306018,135.56656770148803,135.56656770148803,-0.7869700710838556,-0.7869700710838556,-0.7869700710838556,-0.7869700710838556,-0.7869700710838556,-0.7869700710838556,0.0,0.0,0.0,134.77959763040417
96,2023-08-10,135.65148537685306,130.19245463704635,139.68036150427872,135.65148537685306,135.65148537685306,-0.6154982767850342,-0.6154982767850342,-0.6154982767850342,-0.6154982767850342,-0.6154982767850342,-0.6154982767850342,0.0,0.0,0.0,135.035987100068
97,2023-08-11,135.7364030522181,130.95667634037895,140.38759116192125,135.7364030522181,135.7364030522181,-0.023446273758912645,-0.023446273758912645,-0.023446273758912645,-0.023446273758912645,-0.023446273758912645,-0.023446273758912645,0.0,0.0,0.0,135.7129567784592
98,2023-08-14,135.9911560783132,131.3840563918346,140.32298754046292,135.9911560783132,135.9911560783132,-0.07832600152195388,-0.07832600152195388,-0.07832600152195388,-0.07832600152195388,-0.07832600152195388,-0.07832600152195388,0.0,0.0,0.0,135.91283007679124
99,2023-08-15,136.07607375367826,131.0585564189499,140.2926002174333,136.07607375367826,136.07607375367826,-0.4125901877758548,-0.4125901877758548,-0.4125901877758548,-0.4125901877758548,-0.4125901877758548,-0.4125901877758548,0.0,0.0,0.0,135.6634835659024
100,2023-08-16,136.0817775137717,130.77317728668683,139.65314108204274,136.0817775137717,136.0817775137717,-0.786970071083625,-0.786970071083625,-0.786970071083625,-0.786970071083625,-0.786970071083625,-0.786970071083625,0.0,0.0,0.0,135.29480744268807
101,2023-08-17,136.08748127386514,130.9883127180339,139.9797353759786,136.08748127386514,136.08748127386514,-0.6154982767844003,-0.6154982767844003,-0.6154982767844003,-0.6154982767844003,-0.6154982767844003,-0.6154982767844003,0.0,0.0,0.0,135.47198299708074
102,2023-08-18,136.09318503395858,131.48547717817422,140.43985082456672,136.09318503395858,136.09318503395858,-0.023446273758708433,-0.023446273758708433,-0.023446273758708433,-0.023446273758708433,-0.023446273758708433,-0.023446273758708433,0.0,0.0,0.0,136.06973876019987
103,2023-08-21,136.1102963142389,131.25365196973206,140.64618043245864,136.1102963142389,136.1102963142389,-0.07832600152226069,-0.07832600152226069,-0.07832600152226069,-0.07832600152226069,-0.07832600152226069,-0.07832600152226069,0.0,0.0,0.0,136.03197031271662
104,2023-08-22,136.11600007433233,131.19465445751848,140.38916580831707,136.11600007433233,136.11600007433233,-0.4125901877760265,-0.4125901877760265,-0.4125901877760265,-0.4125901877760265,-0.4125901877760265,-0.4125901877760265,0.0,0.0,0.0,135.7034098865563
105,2023-08-23,136.1217038344258,131.19236507169336,140.10129282135586,136.1217038344258,136.1217038344258,-0.7869700710839387,-0.7869700710839387,-0.7869700710839387,-0.7869700710839387,-0.7869700710839387,-0.7869700710839387,0.0,0.0,0.0,135.33473376334186
106,2023-08-24,136.07526564366978,130.59925289258996,140.1186681535813,136.07526564366978,136.07526564366978,-0.6154982767843277,-0.6154982767843277,-0.6154982767843277,-0.6154982767843277,-0.6154982767843277,-0.6154982767843277,0.0,0.0,0.0,135.45976736688544
107,2023-08-25,136.0288274529138,131.4989049928088,140.64938168749748,136.0288274529138,136.0288274529138,-0.023446273757025047,-0.023446273757025047,-0.023446273757025047,-0.023446273757025047,-0.023446273757025047,-0.023446273757025047,0.0,0.0,0.0,136.00538117915676
108,2023-08-28,135.8895128806458,131.3770071630805,140.52156782152434,135.8895128806458,135.8895128806458,-0.07832600152256738,-0.07832600152256738,-0.07832600152256738,-0.07832600152256738,-0.07832600152256738,-0.07832600152256738,0.0,0.0,0.0,135.81118687912326
109,2023-08-29,135.84307468988982,130.91240747032623,140.43535373967796,135.84307468988982,135.84307468988982,-0.41259018777626916,-0.41259018777626916,-0.41259018777626916,-0.41259018777626916,-0.41259018777626916,-0.41259018777626916,0.0,0.0,0.0,135.43048450211356
110,2023-08-30,135.7966364991338,130.58404660552299,139.5968406884454,135.7966364991338,135.7966364991338,-0.7869700710839802,-0.7869700710839802,-0.7869700710839802,-0.7869700710839802,-0.7869700710839802,-0.7869700710839802,0.0,0.0,0.0,135.00966642804983
111,2023-08-31,135.75019830837783,130.43642133774873,139.38411664934364,135.75019830837783,135.75019830837783,-0.6154982767847968,-0.6154982767847968,-0.6154982767847968,-0.6154982767847968,-0.6154982767847968,-0.6154982767847968,0.0,0.0,0.0,135.13470003159304
112,2023-09-01,135.70376011762184,130.9286791578652,140.46057085486464,135.70376011762184,135.70376011762184,-0.023446273756820825,-0.023446273756820825,-0.023446273756820825,-0.023446273756820825,-0.023446273756820825,-0.023446273756820825,0.0,0.0,0.0,135.680313843865
113,2023-09-05,135.3323195503606,130.5265047378937,139.368781208421,135.3323195503606,135.3323195503606,-0.41259018777533546,-0.41259018777533546,-0.41259018777533546,-0.41259018777533546,-0.41259018777533546,-0.41259018777533546,0.0,0.0,0.0,134.9197293625853
114,2023-09-06,135.23945940854532,130.06322339183194,139.09531048289782,135.23945940854532,135.23945940854532,-0.7869700710840218,-0.7869700710840218,-0.7869700710840218,-0.7869700710840218,-0.7869700710840218,-0.7869700710840218,0.0,0.0,0.0,134.4524893374613
115,2023-09-07,135.14659926673002,129.69373437350438,139.19377465717918,135.14659926673002,135.14659926673002,-0.6154982767852859,-0.6154982767852859,-0.6154982767852859,-0.6154982767852859,-0.6154982767852859,-0.6154982767852859,0.0,0.0,0.0,134.53110098994475
116,2023-09-08,135.0537391249147,130.63130328200396,139.53221936723116,135.0537391249147,135.0537391249147,-0.023446273756616624,-0.023446273756616624,-0.023446273756616624,-0.023446273756616624,-0.023446273756616624,-0.023446273756616624,0.0,0.0,0.0,135.0302928511581
117,2023-09-11,134.7751586994688,130.14288340447465,139.3239765916688,134.7751586994688,134.7751586994688,-0.0783260015201892,-0.0783260015201892,-0.0783260015201892,-0.0783260015201892,-0.0783260015201892,-0.0783260015201892,0.0,0.0,0.0,134.6968326979486
118,2023-09-12,134.68229855765347,129.31588058055962,138.97404422968586,134.68229855765347,134.68229855765347,-0.41259018777557815,-0.41259018777557815,-0.41259018777557815,-0.41259018777557815,-0.41259018777557815,-0.41259018777557815,0.0,0.0,0.0,134.2697083698779
119,2023-09-13,134.55467654870364,129.23116895721947,138.2958533029242,134.55467654870364,134.55467654870364,-0.7869700710840634,-0.7869700710840634,-0.7869700710840634,-0.7869700710840634,-0.7869700710840634,-0.7869700710840634,0.0,0.0,0.0,133.76770647761958
120,2023-09-14,134.4270545397538,129.46053492450116,138.54938628610753,134.4270545397538,134.4270545397538,-0.6154982767846521,-0.6154982767846521,-0.6154982767846521,-0.6154982767846521,-0.6154982767846521,-0.6154982767846521,0.0,0.0,0.0,133.81155626296916
121,2023-09-15,134.29943253080398,129.6053985477102,138.80302658554956,134.29943253080398,134.29943253080398,-0.02344627375567279,-0.02344627375567279,-0.02344627375567279,-0.02344627375567279,-0.02344627375567279,-0.02344627375567279,0.0,0.0,0.0,134.27598625704832
122,2023-09-18,133.9165665039545,129.40313993347792,138.70361592589626,133.9165665039545,133.9165665039545,-0.07832600152129639,-0.07832600152129639,-0.07832600152129639,-0.07832600152129639,-0.07832600152129639,-0.07832600152129639,0.0,0.0,0.0,133.8382405024332
123,2023-09-19,133.78894449500464,128.9496021213612,137.99052477342647,133.78894449500464,133.78894449500464,-0.41259018777567874,-0.41259018777567874,-0.41259018777567874,-0.41259018777567874,-0.41259018777567874,-0.41259018777567874,0.0,0.0,0.0,133.37635430722895
124,2023-09-20,133.66132248605481,128.02281576391422,137.4877536290031,133.66132248605481,133.66132248605481,-0.7869700710843771,-0.7869700710843771,-0.7869700710843771,-0.7869700710843771,-0.7869700710843771,-0.7869700710843771,0.0,0.0,0.0,132.87435241497045
125,2023-09-21,133.53370044860387,127.9084089073026,137.46590283053925,133.53370044860387,133.53370044860387,-0.6154982767845794,-0.6154982767845794,-0.6154982767845794,-0.6154982767845794,-0.6154982767845794,-0.6154982767845794,0.0,0.0,0.0,132.91820217181927
126,2023-09-22,133.4060784111529,129.06466089179114,137.82032834978875,133.4060784111529,133.4060784111529,-0.023446273758999815,-0.023446273758999815,-0.023446273758999815,-0.023446273758999815,-0.023446273758999815,-0.023446273758999815,0.0,0.0,0.0,133.3826321373939
127,2023-09-25,133.02321229879996,128.27605928071813,137.23464306980384,133.02321229879996,133.02321229879996,-0.07832600152160324,-0.07832600152160324,-0.07832600152160324,-0.07832600152160324,-0.07832600152160324,-0.07832600152160324,0.0,0.0,0.0,132.94488629727834
128,2023-09-26,132.895590261349,128.29220073369314,136.99250387510702,132.895590261349,132.895590261349,-0.4125901877759213,-0.4125901877759213,-0.4125901877759213,-0.4125901877759213,-0.4125901877759213,-0.4125901877759213,0.0,0.0,0.0,132.4830000735731
129,2023-09-27,132.76796822389804,127.30196118531933,136.18338590577008,132.76796822389804,132.76796822389804,-0.7869700710838486,-0.7869700710838486,-0.7869700710838486,-0.7869700710838486,-0.7869700710838486,-0.7869700710838486,0.0,0.0,0.0,131.98099815281418
130,2023-09-28,132.64034618644703,127.31096154160873,136.37392517300015,132.64034618644703,132.64034618644703,-0.6154982767845069,-0.6154982767845069,-0.6154982767845069,-0.6154982767845069,-0.6154982767845069,-0.6154982767845069,0.0,0.0,0.0,132.02484790966253
131,2023-09-29,132.51272461071426,127.7299539745467,137.1395416207014,132.51272461071426,132.51272461071426,-0.02344627375731622,-0.02344627375731622,-0.02344627375731622,-0.02344627375731622,-0.02344627375731622,-0.02344627375731622,0.0,0.0,0.0,132.48927833695694
132,2023-10-02,132.12985988351596,127.40088778054762,136.96598452419718,132.12985988351596,132.12985988351596,-0.07832600152231019,-0.07832600152231019,-0.07832600152231019,-0.07832600152231019,-0.07832600152231019,-0.07832600152231019,0.0,0.0,0.0,132.05153388199366
133,2023-10-03,132.0022383077832,126.99762704323106,136.12977296579564,132.0022383077832,132.0022383077832,-0.412590187776164,-0.412590187776164,-0.412590187776164,-0.412590187776164,-0.412590187776164,-0.412590187776164,0.0,0.0,0.0,131.589648120007
134,2023-10-04,131.8746167320504,126.56804399555713,135.50310803937845,131.8746167320504,131.8746167320504,-0.7869700710841623,-0.7869700710841623,-0.7869700710841623,-0.7869700710841623,-0.7869700710841623,-0.7869700710841623,0.0,0.0,0.0,131.08764666096624
135,2023-10-05,131.74699515631764,126.47672469432688,135.3565422866596,131.74699515631764,131.74699515631764,-0.6154982767844345,-0.6154982767844345,-0.6154982767844345,-0.6154982767844345,-0.6154982767844345,-0.6154982767844345,0.0,0.0,0.0,131.13149687953322
136,2023-10-06,131.6193735805849,127.25946375535275,136.23653230232213,131.6193735805849,131.6193735805849,-0.023446273757112016,-0.023446273757112016,-0.023446273757112016,-0.023446273757112016,-0.023446273757112016,-0.023446273757112016,0.0,0.0,0.0,131.59592730682778
137,2023-10-09,131.62853532571745,127.05462877210688,135.98883690298214,131.62853532571745,131.62853532571745,-0.07832600151962521,-0.07832600151962521,-0.07832600151962521,-0.07832600151962521,-0.07832600151962521,-0.07832600151962521,0.0,0.0,0.0,131.55020932419782
138,2023-10-10,131.63158924076163,126.4829902733386,135.56890125572713,131.63158924076163,131.63158924076163,-0.41259018777626477,-0.41259018777626477,-0.41259018777626477,-0.41259018777626477,-0.41259018777626477,-0.41259018777626477,0.0,0.0,0.0,131.21899905298537
139,2023-10-11,131.6346431558058,125.79860435745393,135.1914491661586,131.6346431558058,131.6346431558058,-0.7869700710839316,-0.7869700710839316,-0.7869700710839316,-0.7869700710839316,-0.7869700710839316,-0.7869700710839316,0.0,0.0,0.0,130.84767308472186
140,2023-10-12,131.63769707085,126.27325696630464,135.4076308056584,131.63769707085,131.63769707085,-0.6154982767838005,-0.6154982767838005,-0.6154982767838005,-0.6154982767838005,-0.6154982767838005,-0.6154982767838005,0.0,0.0,0.0,131.0221987940662
141,2023-10-13,131.6407509858942,127.07963666042298,136.0565594079463,131.6407509858942,131.6407509858942,-0.023446273760438965,-0.023446273760438965,-0.023446273760438965,-0.023446273760438965,-0.023446273760438965,-0.023446273760438965,0.0,0.0,0.0,131.61730471213374
142,2023-10-16,131.64991273102672,127.21924603922326,136.27010019245517,131.64991273102672,131.64991273102672,-0.07832600152033227,-0.07832600152033227,-0.07832600152033227,-0.07832600152033227,-0.07832600152033227,-0.07832600152033227,0.0,0.0,0.0,131.57158672950638
143,2023-10-17,131.65296664607092,126.53500357064655,136.1939794461698,131.65296664607092,131.65296664607092,-0.4125901877765073,-0.4125901877765073,-0.4125901877765073,-0.4125901877765073,-0.4125901877765073,-0.4125901877765073,0.0,0.0,0.0,131.2403764582944
144,2023-10-18,131.8358520602108,126.47706521350884,135.8851808517295,131.8358520602108,131.8358520602108,-0.7869700710842453,-0.7869700710842453,-0.7869700710842453,-0.7869700710842453,-0.7869700710842453,-0.7869700710842453,0.0,0.0,0.0,131.04888198912656
145,2023-10-19,132.0187374743507,126.6833124427664,136.06067021482843,132.0187374743507,132.0187374743507,-0.6154982767853928,-0.6154982767853928,-0.6154982767853928,-0.6154982767853928,-0.6154982767853928,-0.6154982767853928,0.0,0.0,0.0,131.4032391975653
