,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
15,2023-04-14,103.40414300556054,98.73399754671753,108.33733614166745,103.40414300556054,103.40414300556054,-0.02344627375918683,-0.02344627375918683,-0.02344627375918683,-0.02344627375918683,-0.02344627375918683,-0.02344627375918683,0.0,0.0,0.0,103.38069673180135
16,2023-04-17,104.3273523543807,99.53321259107632,109.15080146343989,104.3273523543807,104.3273523543807,-0.07832600152091122,-0.07832600152091122,-0.07832600152091122,-0.07832600152091122,-0.07832600152091122,-0.07832600152091122,0.0,0.0,0.0,104.24902635285979
17,2023-04-18,104.63508880398739,99.81996286149125,108.81670147818603,104.63508880398739,104.63508880398739,-0.4125901877757559,-0.4125901877757559,-0.4125901877757559,-0.4125901877757559,-0.4125901877757559,-0.4125901877757559,0.0,0.0,0.0,104.22249861621162
18,2023-04-19,104.94282525359411,99.4204354370989,108.66198508434216,104.94282525359411,104.94282525359411,-0.7869700710843823,-0.7869700710843823,-0.7869700710843823,-0.7869700710843823,-0.7869700710843823,-0.7869700710843823,0.0,0.0,0.0,104.15585518250973
19,2023-04-20,105.25056170320082,99.9005299669309,109.27376773375978,105.25056170320082,105.25056170320082,-0.6154982767845689,-0.6154982767845689,-0.6154982767845689,-0.6154982767845689,-0.6154982767845689,-0.6154982767845689,0.0,0.0,0.0,104.63506342641625
20,2023-04-21,105.573424866719,100.88182500302872,109.91395918710266,105.573424866719,105.573424866719,-0.023446273758982762,-0.023446273758982762,-0.023446273758982762,-0.023446273758982762,-0.023446273758982762,-0.023446273758982762,0.0,0.0,0.0,105.54997859296002
21,2023-04-24,106.54201435727353,101.9264447962993,111.24087242651048,106.54201435727353,106.54201435727353,-0.07832600152201849,-0.07832600152201849,-0.07832600152201849,-0.07832600152201849,-0.07832600152201849,-0.07832600152201849,0.0,0.0,0.0,106.46368835575151
22,2023-04-25,106.86487752079171,101.82023017373182,110.91455531273456,106.86487752079171,106.86487752079171,-0.41259018777592754,-0.41259018777592754,-0.41259018777592754,-0.41259018777592754,-0.41259018777592754,-0.41259018777592754,0.0,0.0,0.0,106.45228733301578
23,2023-04-26,107.18774068430989,101.74711284308984,110.64835371086559,107.18774068430989,107.18774068430989,-0.7869700710838539,-0.7869700710838539,-0.7869700710838539,-0.7869700710838539,-0.7869700710838539,-0.7869700710838539,0.0,0.0,0.0,106.40077061322603
24,2023-04-27,107.51060384782807,102.02528710999022,111.3931496966043,107.51060384782807,107.51060384782807,-0.6154982767844965,-0.6154982767844965,-0.6154982767844965,-0.6154982767844965,-0.6154982767844965,-0.6154982767844965,0.0,0.0,0.0,106.89510557104357
25,2023-04-28,107.83346701134623,103.31116265170891,112.38069023072232,107.83346701134623,107.83346701134623,-0.02344627375877861,-0.02344627375877861,-0.02344627375877861,-0.02344627375877861,-0.02344627375877861,-0.02344627375877861,0.0,0.0,0.0,107.81002073758745
26,2023-05-01,108.91849658198113,104.17410818010119,113.43862042558351,108.91849658198113,108.91849658198113,-0.07832600152232526,-0.07832600152232526,-0.07832600152232526,-0.07832600152232526,-0.07832600152232526,-0.07832600152232526,0.0,0.0,0.0,108.8401705804588
27,2023-05-02,109.2801731055261,104.27317648172234,113.23004216683047,109.2801731055261,109.2801731055261,-0.4125901877761702,-0.4125901877761702,-0.4125901877761702,-0.4125901877761702,-0.4125901877761702,-0.4125901877761702,0.0,0.0,0.0,108.86758291774993
28,2023-05-03,109.64184962907106,104.42227213142272,113.27212946445574,109.64184962907106,109.64184962907106,-0.7869700710838954,-0.7869700710838954,-0.7869700710838954,-0.7869700710838954,-0.7869700710838954,-0.7869700710838954,0.0,0.0,0.0,108.85487955798716
29,2023-05-04,110.00352615261602,105.0340503703903,113.9400206200625,110.00352615261602,110.00352615261602,-0.6154982767855272,-0.6154982767855272,-0.6154982767855272,-0.6154982767855272,-0.6154982767855272,-0.6154982767855272,0.0,0.0,0.0,109.38802787583049
30,2023-05-05,110.365202676161,106.02140333302543,114.8357923858194,110.365202676161,110.365202676161,-0.023446273757095022,-0.023446273757095022,-0.023446273757095022,-0.023446273757095022,-0.023446273757095022,-0.023446273757095022,0.0,0.0,0.0,110.34175640240392
31,2023-05-08,111.45023224679589,106.6889444095859,115.73110943442663,111.45023224679589,111.45023224679589,-0.07832600152303221,-0.07832600152303221,-0.07832600152303221,-0.07832600152303221,-0.07832600152303221,-0.07832600152303221,0.0,0.0,0.0,111.37190624527285
32,2023-05-09,111.81251756618524,106.99691112443439,115.59300723054264,111.81251756618524,111.81251756618524,-0.4125901877764129,-0.4125901877764129,-0.4125901877764129,-0.4125901877764129,-0.4125901877764129,-0.4125901877764129,0.0,0.0,0.0,111.39992737840882
33,2023-05-10,112.17480288557459,107.03412698774761,116.07655307236358,112.17480288557459,112.17480288557459,-0.7869700710842092,-0.7869700710842092,-0.7869700710842092,-0.7869700710842092,-0.7869700710842092,-0.7869700710842092,0.0,0.0,0.0,111.38783281449038
34,2023-05-11,112.53708820496395,107.60931884736227,116.7395862087364,112.53708820496395,112.53708820496395,-0.6154982767854547,-0.6154982767854547,-0.6154982767854547,-0.6154982767854547,-0.6154982767854547,-0.6154982767854547,0.0,0.0,0.0,111.92158992817849
35,2023-05-12,112.8993735243533,108.24214539465397,117.48243490072619,112.8993735243533,112.8993735243533,-0.023446273756890887,-0.023446273756890887,-0.023446273756890887,-0.023446273756890887,-0.023446273756890887,-0.023446273756890887,0.0,0.0,0.0,112.8759272505964
36,2023-05-15,113.98622948252135,109.09230891940763,118.32397713851853,113.98622948252135,113.98622948252135,-0.07832600152034724,-0.07832600152034724,-0.07832600152034724,-0.07832600152034724,-0.07832600152034724,-0.07832600152034724,0.0,0.0,0.0,113.907903481001
37,2023-05-16,114.3485148019107,109.07990894181735,118.59310059492995,114.3485148019107,114.3485148019107,-0.41259018777651346,-0.41259018777651346,-0.41259018777651346,-0.41259018777651346,-0.41259018777651346,-0.41259018777651346,0.0,0.0,0.0,113.93592461413418
38,2023-05-17,114.71080015874,109.6608187796539,118.68132396738066,114.71080015874,114.71080015874,-0.7869700710839785,-0.7869700710839785,-0.7869700710839785,-0.7869700710839785,-0.7869700710839785,-0.7869700710839785,0.0,0.0,0.0,113.92383008765601
